CLIENTNUM,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Trans_Amt,Total_Trans_Ct,Avg_Utilization_Ratio,Total_Amt_Chng_Q4_Q1,Total_Ct_Chng_Q4_Q1
815072283,"$1,789.00",1156,633.0,5110,75,0.646,0.748,0.63
715980258,"$2,835.00",2511,324.0,4811,77,0.886,0.731,0.925
788715483,"$1,558.00",879,679.0,4805,86,0.564,0.874,0.792
809276808,"$7,299.00",0,7299.0,4678,83,0.0,0.806,0.729
708885558,"$3,556.00",0,3556.0,2220,45,0.0,0.596,0.731
789373683,"$1,438.30",834,604.3,4976,70,0.58,0.635,0.842
714216858,"$1,507.00",0,1507.0,4679,85,0.0,0.81,0.771
719150658,"$7,551.00",0,7551.0,2977,46,0.0,0.894,0.394
712302783,"$2,468.00",872,1596.0,4426,76,0.353,0.991,1.111
799717458,"$2,515.00",1453,1062.0,4025,74,0.578,0.649,0.805
716354883,"$9,076.00",0,9076.0,3048,53,0.0,0.899,0.656
719601708,"$10,699.00",1099,9600.0,5052,61,0.103,0.661,0.694
720150858,"$1,439.00",0,1439.0,2932,44,0.0,0.89,0.913
824915208,"$7,212.00",1008,6204.0,5169,82,0.14,0.727,0.745
798777708,"$3,089.00",1177,1912.0,5237,75,0.381,1.01,0.829
805229133,"$11,250.00",0,11250.0,4514,70,0.0,0.482,0.591
716365233,"$1,665.00",964,701.0,4881,75,0.579,1.049,0.923
796544133,"$2,456.00",1654,802.0,4468,84,0.673,0.565,0.75
778143183,"$11,773.00",0,11773.0,5098,58,0.0,0.754,1.071
717011958,"$1,438.30",0,1438.3,4494,82,0.0,0.728,0.708
778264008,"$3,104.00",1954,1150.0,4699,77,0.63,0.473,0.925
789507408,"$2,337.00",0,2337.0,5203,90,0.0,0.586,0.765
788842008,"$4,060.00",2336,1724.0,5173,87,0.575,0.943,0.706
714742758,"$3,428.00",2209,1219.0,4751,87,0.644,0.671,0.642
717742908,"$12,967.00",2517,10450.0,4520,74,0.194,0.787,0.762
712874433,"$2,326.00",642,1684.0,5413,90,0.276,0.814,0.765
711092658,"$4,376.00",855,3521.0,2862,52,0.195,0.839,0.733
720299283,"$12,745.00",0,12745.0,4380,80,0.0,0.538,0.739
719237058,"$1,790.00",891,899.0,4498,96,0.498,0.45,0.574
719671383,"$2,969.00",0,2969.0,4109,70,0.0,0.74,1.0
788290383,"$4,970.00",1588,3382.0,4436,83,0.32,0.669,0.804
779701983,"$5,400.00",1426,3974.0,4643,80,0.264,0.595,0.702
779247483,"$2,069.00",0,2069.0,2754,55,0.0,0.656,0.667
767093133,"$3,192.00",0,3192.0,4191,80,0.0,0.646,0.739
717979008,"$2,105.00",1072,1033.0,4833,81,0.509,0.514,1.077
712132383,"$1,876.00",861,1015.0,5056,82,0.459,0.839,0.547
772306383,"$1,462.00",0,1462.0,2299,42,0.0,0.602,0.312
714469008,"$2,351.00",1337,1014.0,5115,84,0.569,0.613,0.787
812446158,"$1,719.00",0,1719.0,4869,65,0.0,0.579,0.512
779401233,"$1,438.30",0,1438.3,5216,78,0.0,0.61,0.66
784994883,"$2,516.00",2378,138.0,4746,75,0.945,1.033,0.875
721080183,"$4,883.00",0,4883.0,4613,82,0.0,0.724,1.0
712572858,"$3,413.00",1801,1612.0,3831,45,0.528,0.88,0.667
719759733,"$1,852.00",0,1852.0,2851,49,0.0,0.902,0.75
780371433,"$3,339.00",2014,1325.0,4725,83,0.603,0.688,0.694
822170733,"$3,785.00",2517,1268.0,2401,54,0.665,0.574,0.742
708224133,"$2,228.00",1480,748.0,4431,71,0.664,0.533,0.651
719299533,"$3,626.00",795,2831.0,2954,42,0.219,0.896,0.556
780633483,"$2,194.00",1302,892.0,4962,81,0.593,0.814,0.841
771356508,"$2,665.00",1936,729.0,4500,71,0.726,0.757,0.972
823629333,"$2,444.00",0,2444.0,4220,50,0.0,0.788,1.174
712961658,"$3,335.00",2238,1097.0,5321,78,0.671,0.644,0.95
710464683,"$2,726.00",2127,599.0,5578,89,0.78,0.814,0.854
716688183,"$1,665.00",1521,144.0,2878,45,0.914,0.874,0.452
789082758,"$2,734.00",1661,1073.0,4981,90,0.608,0.726,0.698
709140858,"$1,727.00",996,731.0,5112,82,0.577,0.767,0.673
822127008,"$19,349.00",615,18734.0,4351,79,0.032,0.708,0.717
720496158,"$13,409.00",1168,12241.0,4031,82,0.087,0.625,0.745
774588633,"$1,438.30",0,1438.3,4928,84,0.0,0.81,0.909
788465583,"$6,330.00",1573,4757.0,3029,52,0.248,0.899,0.733
741517458,"$2,575.00",2517,58.0,1874,40,0.977,0.31,0.739
709935708,"$3,391.00",1696,1695.0,4291,77,0.5,0.537,0.711
721112508,"$5,298.00",0,5298.0,4834,80,0.0,0.686,0.667
720734583,"$2,540.00",1561,979.0,5039,82,0.615,0.894,0.745
772286658,"$14,324.00",2507,11817.0,2083,56,0.175,0.433,0.647
807149058,"$2,876.00",1628,1248.0,4752,80,0.566,0.631,0.739
771045708,"$1,504.00",970,534.0,2801,51,0.645,0.864,1.217
711733308,"$1,839.00",0,1839.0,4930,91,0.0,0.782,0.784
710518308,"$1,685.00",0,1685.0,4155,85,0.0,0.457,0.667
716586408,"$4,850.00",1022,3828.0,4187,86,0.211,0.603,0.686
713152383,"$2,840.00",2517,323.0,4405,82,0.886,0.591,0.864
771935283,"$2,977.00",1927,1050.0,5217,88,0.647,0.731,0.725
720460083,"$34,516.00",0,34516.0,2198,42,0.0,0.331,0.355
825838908,"$1,961.00",0,1961.0,4846,92,0.0,0.631,0.84
709082808,"$2,156.00",1198,958.0,5092,95,0.556,0.507,0.759
710937783,"$2,772.00",2414,358.0,5313,68,0.871,0.805,1.194
789540108,"$2,832.00",1819,1013.0,4761,75,0.642,0.674,0.744
709824633,"$1,552.00",1375,177.0,5064,80,0.886,0.995,0.905
717874533,"$6,362.00",0,6362.0,1968,51,0.0,0.596,0.759
712571883,"$11,409.00",1658,9751.0,4677,58,0.145,0.989,0.706
716926758,"$1,965.00",0,1965.0,4268,91,0.0,0.608,0.857
716181858,"$1,622.00",0,1622.0,4633,67,0.0,0.709,0.634
779613933,"$1,736.00",1319,417.0,5045,86,0.76,0.667,0.755
712136058,"$8,827.00",0,8827.0,2643,50,0.0,0.782,0.515
709678608,"$24,256.00",1076,23180.0,4269,69,0.044,0.568,0.643
714276408,"$1,915.00",1445,470.0,2264,39,0.755,0.374,0.56
719953383,"$1,438.30",0,1438.3,4564,79,0.0,0.721,0.717
718795083,"$2,006.00",1030,976.0,5337,85,0.513,0.881,0.735
720503508,"$5,594.00",1235,4359.0,5220,75,0.221,0.549,0.829
770762133,"$3,505.00",2517,988.0,5034,79,0.718,0.612,0.681
713555133,"$1,667.00",595,1072.0,2424,40,0.357,0.63,0.481
711232608,"$1,636.00",0,1636.0,2235,35,0.0,0.694,0.591
780322908,"$3,281.00",911,2370.0,4431,67,0.278,0.665,1.094
708207783,"$1,477.00",0,1477.0,4680,80,0.0,0.685,0.778
719590458,"$1,905.00",0,1905.0,3120,46,0.0,0.845,0.586
778679883,"$6,146.00",0,6146.0,3645,76,0.0,0.577,0.551
780230208,"$2,672.00",1604,1068.0,4766,75,0.6,0.62,1.083
827703258,"$13,426.00",0,13426.0,4674,66,0.0,0.717,0.886
807379833,"$9,104.00",145,8959.0,2563,34,0.016,0.765,0.417
711178383,"$30,300.00",1166,29134.0,4146,64,0.038,0.715,0.882
712203333,"$7,088.00",1750,5338.0,4691,76,0.247,0.618,0.727
709261383,"$1,872.00",661,1211.0,4970,81,0.353,0.756,0.929
715829358,"$2,874.00",2517,357.0,4794,88,0.876,0.73,0.6
713213133,"$6,763.00",1660,5103.0,4972,76,0.245,0.573,0.9
778860783,"$24,379.00",1116,23263.0,2836,41,0.046,0.62,0.281
779442783,"$2,867.00",1365,1502.0,4445,89,0.476,0.502,0.745
780008358,"$13,172.00",0,13172.0,2598,47,0.0,0.876,0.621
721274208,"$2,201.00",2104,97.0,2408,38,0.956,0.648,0.583
714076683,"$3,261.00",2517,744.0,2461,54,0.772,0.636,0.742
788791383,"$5,027.00",0,5027.0,4850,70,0.0,0.853,0.75
709459608,"$1,811.00",0,1811.0,5390,87,0.0,0.61,0.776
711560058,"$2,465.00",1334,1131.0,4806,83,0.541,0.95,0.766
717657333,"$7,584.00",1834,5750.0,4783,65,0.242,0.818,0.667
812218908,"$4,065.00",2517,1548.0,2899,51,0.619,0.957,0.821
787482033,"$28,930.00",0,28930.0,2251,27,0.0,0.645,0.227
779141658,"$4,963.00",2115,2848.0,4989,78,0.426,0.767,0.696
813810333,"$2,049.00",0,2049.0,2703,54,0.0,0.974,1.0
789613083,"$1,943.00",0,1943.0,5108,81,0.0,0.494,0.884
794540883,"$3,485.00",1465,2020.0,4776,87,0.42,0.653,1.023
811889808,"$23,459.00",2305,21154.0,7279,83,0.098,0.636,0.627
720509433,ERR_VAL,1627,679.0,3776,70,0.706,0.507,0.944
715091208,"$18,177.00",841,17336.0,8512,94,0.046,0.888,0.679
719269308,"$3,252.00",2517,735.0,7418,90,0.774,0.878,0.579
718200333,"$2,894.00",2117,777.0,7471,87,0.732,0.79,0.673
713487633,"$34,516.00",1807,32709.0,7663,91,0.052,0.665,0.655
789363408,"$34,516.00",2517,31999.0,7427,83,0.073,0.814,0.566
713916708,"$34,516.00",2435,32081.0,7758,98,0.071,0.77,0.719
823833483,"$7,839.00",1544,6295.0,7904,83,0.197,0.715,0.804
717756258,"$16,494.00",1158,15336.0,7761,84,0.07,0.692,0.647
712879158,"$6,224.00",2201,4023.0,7693,70,0.354,0.832,0.628
709474683,"$6,078.00",1478,4600.0,8442,95,0.243,0.849,0.508
772313358,"$21,322.00",2216,19106.0,8693,91,0.104,0.921,0.569
711856683,"$1,590.00",1273,317.0,7352,80,0.801,0.64,0.818
718530258,"$1,986.00",1411,575.0,7249,86,0.71,0.799,0.509
716288208,"$15,618.00",0,15618.0,7549,77,0.0,0.706,0.638
718712583,"$34,496.00",1665,32831.0,8092,80,0.048,0.883,0.667
806432433,"$2,544.00",1713,831.0,8006,88,0.673,0.696,0.571
720074583,"$4,765.00",1516,3249.0,7380,76,0.318,0.709,0.689
768848658,"$16,583.00",1797,14786.0,7823,87,0.108,0.889,0.673
709895508,"$6,153.00",974,5179.0,7434,92,0.158,0.703,0.586
711542358,"$15,987.00",1187,14800.0,7471,88,0.074,0.597,0.467
718773333,"$5,139.00",1799,3340.0,7548,89,0.35,0.94,0.618
816832383,"$3,421.00",2266,1155.0,6932,75,0.662,0.659,0.744
714042108,"$11,000.00",1013,9987.0,7302,86,0.092,0.697,0.654
714664683,"$2,490.00",0,2490.0,8178,91,0.0,0.835,0.596
713894358,"$34,516.00",814,33702.0,7889,98,0.024,0.735,0.508
715436883,"$2,490.00",1582,908.0,7719,86,0.635,0.76,0.623
715260558,"$2,055.00",0,2055.0,7674,80,0.0,0.975,0.633
713664258,"$14,344.00",2014,12330.0,7359,85,0.14,0.726,0.574
713364783,"$3,453.00",1010,2443.0,8108,85,0.292,0.801,0.7
718078008,"$20,304.00",0,20304.0,7494,85,0.0,0.809,0.667
798546408,"$8,283.00",1444,6839.0,7553,104,0.174,0.698,0.529
779018508,"$11,318.00",2082,9236.0,7179,93,0.184,0.733,0.632
802668333,"$2,384.00",1919,465.0,3512,50,0.805,0.5,0.471
718320933,"$11,919.00",2347,9572.0,8257,96,0.197,0.842,0.574
789016983,"$2,948.00",968,1980.0,7834,86,0.328,0.946,0.509
713907633,"$5,397.00",1265,4132.0,7791,84,0.234,0.676,0.615
708474333,"$12,294.00",2517,9777.0,7906,87,0.205,0.775,0.611
778894233,"$7,253.00",0,7253.0,7595,83,0.0,0.644,0.804
717244683,"$21,922.00",1467,20455.0,7409,89,0.067,0.696,0.679
711410958,"$13,452.00",2517,10935.0,7582,69,0.187,0.781,0.917
799711833,"$24,735.00",2296,22439.0,7910,95,0.093,0.808,0.557
714047733,"$4,942.00",2119,2823.0,7460,85,0.429,0.718,0.604
710061783,"$14,973.00",0,14973.0,4517,59,0.0,0.895,0.439
711082908,"$19,719.00",1303,18416.0,8385,97,0.066,0.91,0.565
721190358,"$29,690.00",2517,27173.0,7640,86,0.085,0.769,0.564
712760208,"$6,751.00",1192,5559.0,7921,93,0.177,0.776,0.55
751563933,"$9,484.00",2451,7033.0,7242,95,0.258,0.637,0.508
815498733,"$4,333.00",1848,2485.0,7643,85,0.426,0.634,0.771
718433508,"$2,481.00",2119,362.0,8097,88,0.854,0.801,0.63
720935658,"$3,059.00",1744,1315.0,7709,89,0.57,0.614,0.561
714754533,"$34,516.00",1925,32591.0,8012,87,0.056,0.764,0.582
714713508,"$25,178.00",1803,23375.0,7836,87,0.072,0.767,0.582
715038033,"$7,169.00",629,6540.0,8216,80,0.088,0.807,0.509
809169858,"$18,224.00",1383,16841.0,7728,93,0.076,0.705,0.576
718379358,"$34,516.00",2017,32499.0,8453,90,0.058,0.93,0.731
779456508,"$4,813.00",0,4813.0,7477,91,0.0,0.693,0.655
708907833,"$24,965.00",2517,22448.0,7866,84,0.101,0.851,0.909
708693558,"$12,569.00",2167,10402.0,7344,95,0.172,0.634,0.696
718665933,"$34,516.00",2517,31999.0,7437,86,0.073,0.77,0.623
816073983,"$8,259.00",1182,7077.0,7957,88,0.143,0.822,0.544
715851333,"$13,804.00",1903,11901.0,7376,97,0.138,0.723,0.54
712884408,"$5,700.00",1904,3796.0,7939,95,0.334,0.649,0.61
715404783,"$6,448.00",1464,4984.0,7546,88,0.227,0.615,0.63
773356008,"$5,479.00",1200,4279.0,7960,86,0.219,0.798,0.458
789525408,"$3,749.00",1594,2155.0,7990,89,0.425,0.738,0.534
721212258,"$30,210.00",1946,28264.0,7403,88,0.064,0.904,0.544
719625933,"$5,807.00",1143,4664.0,8000,96,0.197,0.785,0.412
714304458,"$3,605.00",0,3605.0,6800,78,0.0,0.594,0.814
819975183,"$17,077.00",2179,14898.0,7391,75,0.128,0.738,0.705
785515533,"$5,380.00",1337,4043.0,8947,93,0.249,0.845,0.576
720712533,"$34,516.00",761,33755.0,7499,88,0.022,0.716,0.571
709861008,"$27,720.00",2414,25306.0,8520,89,0.087,0.752,0.589
713911233,"$18,341.00",1060,17281.0,7584,85,0.058,0.718,0.7
712580958,"$27,712.00",2130,25582.0,7399,91,0.077,0.654,0.717
719473458,"$8,285.00",1359,6926.0,7205,84,0.164,0.634,0.826
711764733,"$19,704.00",0,19704.0,7766,81,0.0,0.682,0.62
794124708,"$21,325.00",2197,19128.0,7053,69,0.103,0.647,0.865
780707733,"$34,516.00",2109,32407.0,6832,87,0.061,0.703,0.706
780620883,"$7,045.00",1293,5752.0,7381,98,0.184,0.628,0.607
720849708,"$14,388.00",2517,11871.0,7042,85,0.175,0.709,0.635
789312033,"$3,874.00",460,3414.0,4921,51,0.119,1.023,0.645
778742358,"$4,752.00",0,4752.0,7517,76,0.0,0.679,0.617
719658858,"$34,516.00",2096,32420.0,7042,73,0.061,0.666,0.553
713425383,"$7,484.00",1939,5545.0,4923,56,0.259,0.994,0.333
770842833,"$34,516.00",1273,33243.0,4777,51,0.037,0.977,0.457
712029783,"$34,516.00",2253,32263.0,7836,93,0.065,0.853,0.603
718893333,"$18,336.00",2077,16259.0,7509,84,0.113,0.718,0.647
711203658,"$2,259.00",1346,913.0,7745,88,0.596,0.813,0.517
718567758,"$10,682.00",1334,9348.0,7332,92,0.125,0.702,0.614
771719283,"$8,587.00",1324,7263.0,8854,92,0.154,0.897,0.643
717926358,"$5,494.00",2142,3352.0,8328,78,0.39,1.014,0.733
779751258,"$1,946.00",1183,763.0,8423,82,0.608,0.806,0.708
774491958,ERR_VAL,1738,4490.0,8284,77,0.279,0.829,0.604
713428833,"$7,537.00",1239,6298.0,7613,90,0.164,0.854,0.579
714166833,"$13,609.00",1432,12177.0,7796,77,0.105,0.836,0.791
809464608,"$34,516.00",2517,31999.0,2691,42,0.073,0.618,0.5
789681708,"$34,516.00",713,33803.0,7750,82,0.021,0.772,0.608
713102733,"$15,987.00",1766,14221.0,8195,94,0.11,0.791,0.679
715195383,"$2,391.00",1625,766.0,7649,101,0.68,0.662,0.603
812408058,"$34,516.00",1082,33434.0,7845,92,0.031,0.629,0.533
787226508,"$20,811.00",1302,19509.0,7192,82,0.063,0.793,0.708
713537733,"$34,516.00",1426,33090.0,7582,95,0.041,0.823,0.696
715170183,"$3,735.00",2113,1622.0,7059,82,0.566,0.684,0.577
717109983,"$2,275.00",2138,137.0,7768,83,0.94,0.742,0.729
713208033,"$7,350.00",1360,5990.0,7679,64,0.185,0.744,0.684
712788258,"$1,913.00",1405,508.0,7265,80,0.734,0.699,0.905
715469583,"$2,136.00",1250,886.0,7782,88,0.585,0.74,0.66
709235058,"$18,956.00",1694,17262.0,8032,88,0.089,0.702,0.66
714786483,"$13,445.00",1186,12259.0,7377,82,0.088,0.56,0.608
713299758,"$8,979.00",1289,7690.0,7422,87,0.144,0.651,0.673
771912408,"$6,674.00",1402,5272.0,7468,92,0.21,0.695,0.614
721445658,"$6,265.00",1677,4588.0,8162,89,0.268,0.769,0.589
719787633,"$34,516.00",1913,32603.0,7535,92,0.055,0.84,0.673
713697933,"$34,516.00",1264,33252.0,7827,77,0.037,0.774,0.54
712208658,"$13,165.00",1255,11910.0,8126,95,0.095,0.81,0.667
708219108,"$9,959.00",1143,8816.0,7300,77,0.115,0.661,0.638
709065483,"$9,243.00",2019,7224.0,7841,82,0.218,0.707,0.608
715237683,"$4,737.00",1649,3088.0,7802,88,0.348,0.748,0.492
712925808,"$2,710.00",0,2710.0,4724,60,0.0,0.999,0.395
788931558,"$2,000.00",1739,261.0,7694,85,0.87,0.821,0.7
717521508,"$34,516.00",2098,32418.0,6932,87,0.061,0.746,0.526
713688933,"$8,798.00",1509,7289.0,8020,74,0.172,0.845,0.721
712405908,"$24,670.00",1623,23047.0,7772,76,0.066,0.791,0.652
789298833,"$23,453.00",0,23453.0,7555,96,0.0,0.727,0.574
715729683,"$34,516.00",1106,33410.0,7936,76,0.032,0.776,0.767
717682233,"$6,139.00",1585,4554.0,7906,80,0.258,0.713,0.633
712266633,"$14,800.00",1020,13780.0,8796,94,0.069,0.896,0.593
719272458,"$9,815.00",1699,8116.0,7962,89,0.173,0.62,0.561
780769308,"$3,919.00",2278,1641.0,7685,85,0.581,0.672,0.518
721468533,"$12,265.00",1412,10853.0,7470,82,0.115,0.643,0.783
816615633,"$3,256.00",2035,1221.0,7075,89,0.625,0.655,0.648
720167508,"$19,000.00",2389,16611.0,7664,74,0.126,0.81,0.721
711152658,"$34,516.00",1635,32881.0,7219,86,0.047,0.768,0.564
771772083,"$13,197.00",0,13197.0,8424,84,0.0,0.681,0.787
708419733,"$22,599.00",0,22599.0,4739,55,0.0,1.039,0.486
709372608,"$23,457.00",2517,20940.0,7370,96,0.107,0.676,0.627
788907033,"$5,238.00",2077,3161.0,7321,73,0.397,0.656,0.659
711136008,"$31,560.00",1298,30262.0,7641,93,0.041,0.681,0.632
716691783,"$6,218.00",2517,3701.0,7689,84,0.405,0.716,0.68
812618883,"$34,516.00",2019,32497.0,7774,95,0.058,0.706,0.583
715908558,"$29,572.00",1584,27988.0,7566,88,0.054,0.738,0.6
718024908,"$2,743.00",1705,1038.0,6993,97,0.622,0.605,0.54
709558608,"$2,844.00",2065,779.0,7345,73,0.726,0.638,0.738
824177733,"$9,678.00",1710,7968.0,7682,90,0.177,0.745,0.579
719784708,"$26,882.00",1673,25209.0,7409,89,0.062,0.691,0.534
717535083,"$5,207.00",1121,4086.0,7153,84,0.215,0.578,0.647
712453308,"$15,034.00",1356,13678.0,7737,84,0.09,0.754,0.75
721008933,"$3,107.00",1995,1112.0,7535,87,0.642,0.668,0.673
720859533,"$12,214.00",2379,9835.0,8426,105,0.195,0.769,0.544
789556533,"$23,070.00",1701,21369.0,8070,81,0.074,0.846,0.688
717656433,"$2,167.00",988,1179.0,7199,83,0.456,0.619,0.729
792524358,"$34,516.00",810,33706.0,7917,95,0.023,0.787,0.667
758211483,"$6,895.00",2314,4581.0,8778,85,0.336,0.84,0.604
801380808,"$25,894.00",2517,23377.0,4847,49,0.097,1.046,0.815
716329383,"$3,138.00",986,2152.0,4724,56,0.314,1.002,0.806
716871633,"$12,055.00",1858,10197.0,7222,93,0.154,0.645,0.5
718491708,"$16,592.00",1435,15157.0,7642,89,0.086,0.76,0.648
787502883,"$34,516.00",1542,32974.0,7443,98,0.045,0.603,0.556
715183308,"$33,184.00",855,32329.0,7190,93,0.026,0.728,0.525
713872833,"$10,753.00",1845,8908.0,7302,80,0.172,0.689,0.702
708535158,"$9,959.00",1501,8458.0,8505,86,0.151,0.822,0.536
711658758,"$2,069.00",1101,968.0,7307,82,0.532,0.741,0.745
717248583,"$11,362.00",1871,9491.0,7849,88,0.165,0.859,0.63
713087958,"$34,516.00",1337,33179.0,7919,85,0.039,0.704,0.635
721495458,"$20,001.00",0,20001.0,8094,96,0.0,0.742,0.6
786097158,"$8,786.00",1559,7227.0,8575,92,0.177,0.909,0.736
712219083,"$7,142.00",1917,5225.0,7892,83,0.268,0.727,0.729
715327683,"$4,477.00",2517,1960.0,4996,55,0.562,1.022,0.486
715624533,"$5,357.00",1272,4085.0,7730,97,0.237,0.708,0.54
715599633,"$34,516.00",0,34516.0,7686,89,0.0,0.678,0.618
718958583,"$2,367.00",1606,761.0,4506,59,0.678,0.956,0.639
717397983,"$23,402.00",958,22444.0,7570,98,0.041,0.646,0.633
715037133,"$4,587.00",1771,2816.0,7479,83,0.386,0.647,0.694
818767458,"$6,565.00",1130,5435.0,7729,97,0.172,0.823,0.644
778863258,"$6,030.00",0,6030.0,4983,62,0.0,1.031,0.442
712075083,"$6,982.00",0,6982.0,4830,50,0.0,1.018,0.724
711963183,"$5,128.00",0,5128.0,7588,98,0.0,0.704,0.581
720903258,"$9,405.00",0,9405.0,4801,47,0.0,1.033,0.382
772404633,"$34,516.00",1118,33398.0,7734,74,0.032,0.671,0.609
713302758,"$14,646.00",1448,13198.0,8160,92,0.099,0.895,0.586
717859233,"$12,578.00",2517,10061.0,8362,82,0.2,0.875,0.64
712955433,"$4,370.00",1222,3148.0,7223,90,0.28,0.648,0.552
718292283,"$3,416.00",1970,1446.0,8254,75,0.577,0.804,0.596
713197308,"$6,224.00",0,6224.0,7612,82,0.0,0.63,0.783
789175683,"$10,741.00",2517,8224.0,8352,71,0.234,1.087,0.821
811700058,"$34,516.00",687,33829.0,4822,57,0.02,1.015,0.295
818476383,"$34,516.00",1514,33002.0,7333,72,0.044,0.736,1.0
720164358,"$6,058.00",0,6058.0,4754,60,0.0,0.997,0.463
710357208,"$8,561.00",915,7646.0,7341,79,0.107,0.637,0.491
711325308,"$9,959.00",0,9959.0,4859,64,0.0,1.049,0.524
721486908,"$7,645.00",2076,5569.0,7710,75,0.272,0.759,0.875
711210633,"$1,922.00",1124,798.0,8049,76,0.585,0.766,0.434
712570458,"$5,625.00",1640,3985.0,7890,75,0.292,0.893,0.875
712058133,"$2,274.00",708,1566.0,7735,74,0.311,0.677,0.682
708153558,"$34,516.00",1802,32714.0,7936,101,0.052,0.871,0.485
709893858,"$9,422.00",2108,7314.0,4633,58,0.224,0.891,0.611
709225758,"$7,469.00",2474,4995.0,8213,86,0.331,0.674,0.623
709984083,"$3,849.00",1281,2568.0,7930,90,0.333,0.777,0.607
711854808,"$34,516.00",0,34516.0,4734,57,0.0,0.965,0.541
822125283,"$4,778.00",1351,3427.0,7590,74,0.283,0.785,0.682
717340608,"$34,516.00",1873,32643.0,7703,104,0.054,0.629,0.677
711084183,"$5,168.00",2265,2903.0,8211,80,0.438,0.715,0.818
720891633,"$3,199.00",0,3199.0,4805,59,0.0,1.047,0.639
719607183,"$21,046.00",1631,19415.0,7653,95,0.077,0.731,0.638
715839708,"$34,516.00",2452,32064.0,7111,82,0.071,0.707,0.608
717008358,"$6,540.00",0,6540.0,7919,88,0.0,0.723,0.6
769152783,"$8,141.00",1811,6330.0,5043,53,0.222,1.043,0.432
788240358,"$33,441.00",686,32755.0,8452,83,0.021,0.761,0.509
716098683,"$5,496.00",1816,3680.0,7985,93,0.33,0.678,0.603
802675983,"$3,794.00",1544,2250.0,7872,80,0.407,0.72,0.538
712716108,"$5,785.00",2130,3655.0,7950,86,0.368,0.813,0.593
709238358,"$19,387.00",810,18577.0,7604,87,0.042,0.746,0.642
708682908,"$2,838.00",1934,904.0,8644,87,0.681,0.873,0.554
812794983,"$4,086.00",1974,2112.0,7932,87,0.483,0.775,0.642
708968733,"$31,987.00",0,31987.0,7926,83,0.0,0.814,0.537
779315508,"$9,043.00",1974,7069.0,4638,48,0.218,1.027,0.655
740065833,"$11,128.00",2517,8611.0,8526,93,0.226,0.8,0.661
721063533,"$3,062.00",2058,1004.0,7289,75,0.672,0.622,0.705
718189908,"$23,981.00",2135,21846.0,7885,86,0.089,0.749,0.564
780064983,"$34,516.00",942,33574.0,7665,86,0.027,0.75,0.593
770920908,"$22,054.00",1146,20908.0,8055,82,0.052,0.842,0.673
718046433,"$2,199.00",693,1506.0,7342,86,0.315,0.654,0.483
711842508,"$9,303.00",1580,7723.0,7825,87,0.17,0.877,0.45
772869033,"$34,516.00",1342,33174.0,7283,89,0.039,0.69,0.648
715298808,"$7,566.00",1618,5948.0,7570,88,0.214,0.72,0.544
708877458,"$11,343.00",0,11343.0,8027,94,0.0,0.709,0.679
787496733,"$15,155.00",1287,13868.0,7724,79,0.085,0.868,0.58
789469083,"$10,795.00",0,10795.0,7855,81,0.0,0.855,0.528
709497108,"$6,633.00",1322,5311.0,8396,106,0.199,0.698,0.738
784819758,"$8,572.00",2128,6444.0,7850,94,0.248,0.821,0.516
720412308,"$34,516.00",2330,32186.0,7635,75,0.068,0.693,0.667
719178183,"$34,516.00",2517,31999.0,8186,85,0.073,0.759,0.635
789560433,"$14,895.00",0,14895.0,5147,53,0.0,1.043,0.559
712931733,"$2,636.00",1257,1379.0,7136,82,0.477,0.661,0.608
714417183,"$9,511.00",2220,7291.0,7041,95,0.233,0.712,0.532
771097683,"$10,896.00",2517,8379.0,4935,58,0.231,1.028,0.487
713824983,"$8,401.00",1085,7316.0,7697,98,0.129,0.696,0.508
715360458,"$12,406.00",1980,10426.0,8113,90,0.16,0.791,0.5
711736083,"$6,769.00",274,6495.0,4885,54,0.04,0.998,0.35
714821433,"$2,737.00",0,2737.0,7587,80,0.0,0.71,0.569
779263533,"$32,292.00",1731,30561.0,7564,76,0.054,0.751,0.81
773988708,"$34,516.00",1588,32928.0,7512,81,0.046,0.745,0.688
719623083,"$15,987.00",1992,13995.0,8302,81,0.125,0.739,0.841
718304583,"$34,516.00",1085,33431.0,4805,54,0.031,1.047,0.588
720198183,"$2,437.00",1718,719.0,8028,77,0.705,0.608,0.54
780545133,"$4,557.00",985,3572.0,7333,91,0.216,0.592,0.596
711128433,"$10,949.00",829,10120.0,7685,91,0.076,0.749,0.596
789960783,"$10,398.00",1630,8768.0,7702,81,0.157,0.755,0.688
709556208,"$22,361.00",1873,20488.0,7586,94,0.084,0.701,0.567
712053033,"$3,841.00",1411,2430.0,8444,81,0.367,0.785,0.688
794482158,"$34,516.00",1954,32562.0,7594,69,0.057,0.755,0.725
780450708,"$34,516.00",0,34516.0,4864,48,0.0,0.964,0.548
710016708,"$10,877.00",1802,9075.0,7974,90,0.166,0.706,0.731
709434408,"$5,848.00",1481,4367.0,8417,95,0.253,0.711,0.462
778716783,"$11,552.00",1970,9582.0,7180,96,0.171,0.705,0.548
712447758,"$11,901.00",2517,9384.0,7998,82,0.211,0.781,0.608
779435883,"$2,273.00",0,2273.0,7899,79,0.0,0.828,0.646
719918358,"$3,082.00",2507,575.0,7787,89,0.813,0.687,0.508
